title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate
Rep,Ron,,Lewis,,,R,KY,2,0,M,,,http://www.house.gov/ronlewis,,,L000293,26872,H4KY02030,400241,N00003476,,http://www.opencongress.org/wiki/Ron_Lewis,,,,,1946-09-14
Sen,Joseph,I.,Lieberman,,,I,CT,Senior Seat,0,M,202-224-4041,202-224-9750,http://lieberman.senate.gov/,http://www.lieberman.senate.gov/index.cfm/contact/email-me-about-an-issue,706 Hart Senate Office Building,L000304,53278,S8CT00022,300067,N00000616,JoeLieberman,http://www.opencongress.org/wiki/Joseph_Lieberman,http://youtube.com/SenatorJoeLieberman,joelieberman,,I,1942-02-24
Rep,John,,Linder,,,R,GA,7,0,M,,,http://linder.house.gov,,,L000321,26825,H0GA04023,400242,N00002599,,http://www.opencongress.org/wiki/John_Linder,http://youtube.com/linderje,,,,1942-09-09
Rep,Zoe,,Lofgren,,,D,CA,19,1,F,202-225-3072,202-225-3336,http://lofgren.house.gov/,http://forms.house.gov/lofgren/webforms/landing.html,1401 Longworth House Office Building,L000397,21899,H4CA16049,400245,N00007479,RepZoeLofgren,http://www.opencongress.org/wiki/Zoe_Lofgren,http://youtube.com/RepZoeLofgren,221191600719,,,1947-12-21
Rep,Nita,M.,Lowey,,,D,NY,17,1,F,202-225-6506,202-225-0546,http://www.house.gov/lowey,http://lowey.house.gov/?sectionid=56&amp;sectiontree=56,2365 Rayburn House Office Building,L000480,26982,H8NY20056,400246,N00001024,NitaLowey,http://www.opencongress.org/wiki/Nita_Lowey,http://youtube.com/nitalowey,158290607551599,,,1937-07-05
Rep,Frank,D.,Lucas,,,R,OK,3,1,M,202-225-5565,202-225-8698,http://lucas.house.gov/,http://lucas.house.gov/contact-me/email-me,2311 Rayburn House Office Building,L000491,27032,H4OK06056,400247,N00005559,RepFrankLucas,http://www.opencongress.org/wiki/Frank_Lucas,http://youtube.com/RepFrankLucas,7872057395,,,1960-01-06
Sen,Richard,G.,Lugar,,,R,IN,Senior Seat,0,M,202-224-4814,202-228-0360,http://lugar.senate.gov/,http://www.lugar.senate.gov/contact/,306 Hart Senate Office Building,L000504,53292,S4IN00014,300070,N00001764,senatorlugar,http://www.opencongress.org/wiki/Richard_Lugar,http://youtube.com/senatorlugar,senatorlugar,,I,1932-04-04
Rep,Daniel,E.,Lungren,,Dan,R,CA,3,0,M,202-225-5716,202-226-1298,http://www.lungren.house.gov,https://forms.house.gov/lungren/forms/email.shtml,2313 Rayburn House Office Building,L000517,16730,H6CA34112,400617,N00011971,RepDanLungren,http://www.opencongress.org/wiki/Daniel_Lungren,http://youtube.com/RepLungrenCA03,Dan.Lungren,,,1946-09-22
Sen,Mary,L.,Landrieu,,,D,LA,Senior Seat,1,F,202-224-5824,202-224-9735,http://www.landrieu.senate.gov,http://www.landrieu.senate.gov/?p=contact,703 Hart Senate Office Building,L000550,661,S6LA00227,300063,N00005395,SenLandrieu,http://www.opencongress.org/wiki/Mary_Landrieu,http://youtube.com/senatorlandrieu,122518851125820,,II,1955-11-23
Rep,Barbara,J.,Lee,,,D,CA,13,1,F,202-225-2661,202-225-9817,http://lee.house.gov,"http://lee.house.gov/?sectionid=44&amp;sectiontree=18,44",2267 Rayburn House Office Building,L000551,8315,H8CA09060,400237,N00008046,RepBarbaraLee,http://www.opencongress.org/wiki/Barbara_Lee,http://youtube.com/RepLee,92190287786,,,1946-07-16
Rep,Ray,H.,LaHood,,,R,IL,18,0,M,,,http://www.house.gov/lahood,,,L000552,21699,H4IL18059,400228,N00004933,,http://www.opencongress.org/wiki/Ray_LaHood,,,,,1945-12-06
Rep,Steven,C.,LaTourette,,,R,OH,14,0,M,202-225-5731,202-225-3307,http://www.house.gov/latourette,http://latourette.house.gov/ContactSteve.aspx,2371 Rayburn House Office Building,L000553,21798,H4OH19036,400235,N00003545,SteveLaTourette,http://www.opencongress.org/wiki/Steven_LaTourette,http://youtube.com/StevenLatourette,stevenlatourette,,,1954-07-22
Rep,Frank,A.,LoBiondo,,,R,NJ,2,1,M,202-225-6572,202-225-3318,http://lobiondo.house.gov,http://lobiondo.house.gov/contact-me/email-me,2427 Rayburn House Office Building,L000554,21890,H2NJ02037,400244,N00000851,RepLoBiondo,http://www.opencongress.org/wiki/Frank_LoBiondo,http://youtube.com/USRepFrankLoBiondo,FrankLoBiondo,,,1946-05-12
Rep,John,B.,Larson,,,D,CT,1,1,M,202-225-2265,202-225-1031,http://www.larson.house.gov,http://www.house.gov/writerep,1501 Longworth House Office Building,L000557,17188,H8CT01046,400233,N00000575,RepJohnLarson,http://www.opencongress.org/wiki/John_Larson,http://youtube.com/RepJohnLarson,6352928631,,,1948-07-22
Rep,James,R.,Langevin,,Jim,D,RI,2,1,M,202-225-2735,202-225-5976,http://langevin.house.gov,http://langevin.house.gov/contact-me,109 Cannon House Office Building,L000559,55787,H0RI02139,400230,N00009724,JimLangevin,http://www.opencongress.org/wiki/James_Langevin,http://youtube.com/jimlangevin,6578978441,,,1964-04-22
Rep,Rick,,Larsen,,,D,WA,2,1,M,202-225-2605,202-225-4420,http://larsen.house.gov,http://larsen.house.gov/contact-rick,2113 Rayburn House Office Building,L000560,56231,H0WA02080,400232,N00009759,RepRickLarsen,http://www.opencongress.org/wiki/Rick_Larsen,http://youtube.com/congressmanlarsen,135654683137079,,,1965-06-15
Rep,Stephen,F.,Lynch,,,D,MA,8,1,M,202-225-8273,202-225-3984,http://lynch.house.gov,http://www.house.gov/writerep,2133 Rayburn House Office Building,L000562,4844,H2MA09072,400249,N00013855,RepStephenLynch,http://www.opencongress.org/wiki/Stephen_Lynch,http://youtube.com/RepLynch,133720816696865,,,1955-03-31
Rep,Daniel,William,Lipinski,,,D,IL,3,1,M,202-225-5701,202-225-1012,http://www.lipinski.house.gov,http://www.house.gov/formlipinski/zipauth.html,1717 Longworth House Office Building,L000563,33692,H4IL03077,400630,N00027239,RepLipinski,http://www.opencongress.org/wiki/Daniel_Lipinski,http://youtube.com/lipinski03,103286879730089,,,1966-07-15
Rep,Doug,L.,Lamborn,,Doug,R,CO,5,1,M,202-225-4422,202-226-2638,http://lamborn.house.gov,http://lamborn.house.gov/contact-doug/,2402 Rayburn House Office Building,L000564,2698,H6CO05159,412191,N00028133,RepDLamborn,http://www.opencongress.org/wiki/Douglas_Lamborn,http://youtube.com/CongressmanLamborn,45059452286,,,1954-05-24
Rep,David,W.,Loebsack,,,D,IA,2,1,M,202-225-6576,202-226-0757,http://loebsack.house.gov,http://loebsack.house.gov/contactform/,1527 Longworth House Office Building,L000565,68964,H6IA02146,412209,N00027741,DaveLoebsack,http://www.opencongress.org/wiki/Dave_Loebsack,http://youtube.com/congressmanloebsack,291731316748,,,1952-12-23
Rep,Robert,Edward,Latta,,Bob,R,OH,5,1,M,202-225-6405,202-225-1985,http://latta.house.gov,http://latta.house.gov/contact/,2448 Rayburn House Office Building,L000566,9926,H8OH05036,412256,N00012233,BobLatta,http://www.opencongress.org/wiki/Robert_Latta,http://youtube.com/CongressmanBobLatta,100000004848334,,,1956-04-18
Rep,Leonard,,Lance,,,R,NJ,7,1,M,202-225-5361,202-225-9460,http://lance.house.gov,https://forms.house.gov/lance/contact-form.shtml,133 Cannon House Office Building,L000567,4443,H6NJ12136,412290,N00000898,RepLanceNJ7,http://www.opencongress.org/wiki/Leonard_Lance,http://youtube.com/CongressmanLance,100830109970339,,,1952-06-25
Rep,Christopher,J.,Lee,,,R,NY,26,0,M,,,http://chrislee.house.gov,,,L000568,110348,H8NY26095,412291,N00030198,chrislee_ny26,http://www.opencongress.org/wiki/Christopher_Lee,http://youtube.com/congressmanlee,RepChrisLee,,,1964-04-01
Rep,Blaine,,Luetkemeyer,,,R,MO,3,1,M,202-225-2956,202-225-5712,http://luetkemeyer.house.gov,http://luetkemeyer.house.gov/contact/,2440 Rayburn House Office Building,L000569,20400,H8MO09153,412292,N00030026,RepBlainePress,http://www.opencongress.org/wiki/Blaine_Luetkemeyer,http://youtube.com/BLuetkemeyer,1358702716,,,1952-05-07
Rep,Ben,Ray,Luján,Jr.,,D,NM,3,1,M,202-225-6190,202-226-1528,http://lujan.house.gov,https://forms.house.gov/lujan/contact-form.shtml,2446 Rayburn House Office Building,L000570,102842,H8NM03196,412293,N00029562,RepBenRayLujan,http://www.opencongress.org/wiki/Ben_Lujan,http://youtube.com/Repbenraylujan,112962521120,,,1972-06-07
Rep,Cynthia,M.,Lummis,,,R,WY,0,1,F,202-225-2311,202-225-3057,http://lummis.house.gov,http://lummis.house.gov/contact/,113 Cannon House Office Building,L000571,15546,H8WY00148,412294,N00029788,CynthiaLummis,http://www.opencongress.org/wiki/Cynthia_Lummis,http://youtube.com/CynthiaLummis,152754318103332,,,1954-09-10
Sen,George,S.,LeMieux,,,R,FL,Junior Seat,0,M,,,http://lemieux.senate.gov/,,,L000572,17431,,412380,N00031304,George_LeMieux,http://www.opencongress.org/wiki/George_LeMieux,,,,III,1969-05-21
Rep,Raúl,R.,Labrador,,,R,ID,1,1,M,202-225-6611,202-225-3029,http://labrador.house.gov,http://labrador.house.gov/email-me/,1523 Longworth House Office Building,L000573,57391,H0ID01253,412419,N00031377,Raul_Labrador,http://www.opencongress.org/wiki/Raul_Labrador,http://youtube.com/RepLabrador,180970951936493,,,1967-12-08
Rep,Jeff,M.,Landry,,,R,LA,3,0,M,202-225-4031,202- 226-3944,http://landry.house.gov/,,206 Cannon House Office Building,L000574,93509,H0LA03141,412433,N00031503,repjefflandry,http://www.opencongress.org/wiki/Jeff_Landry,http://youtube.com/repjefflandry,repjefflandry,,,1970-12-23
Rep,James,,Lankford,,,R,OK,5,1,M,202-225-2132,202-226-1463,http://lankford.house.gov,http://lankford.house.gov/contact-me/email-me,228 Cannon House Office Building,L000575,124938,H0OK05114,412464,N00031129,RepLankford,http://www.opencongress.org/wiki/James_Lankford,http://youtube.com/replankford,130873066975024,,,1968-03-04
Rep,Billy,,Long,,,R,MO,7,1,M,202-225-6536,202-225-5604,http://long.house.gov,http://long.house.gov/contact-billy/,1541 Longworth House Office Building,L000576,123401,H0MO07113,412445,N00030676,USRepLong,http://www.opencongress.org/wiki/Billy_Long,http://youtube.com/MOdistrict7,139631049438354,,,1955-08-11
Sen,Mike,,Lee,,,R,UT,Junior Seat,1,M,202-224-5444,,http://www.lee.senate.gov,http://www.lee.senate.gov/public/index.cfm/contact,316 Hart Senate Office Building,L000577,66395,S0UT00165,412495,N00031696,SenMikeLee,http://www.opencongress.org/wiki/Mike_Lee,http://youtube.com/senatormikelee,178081365556898,,III,1971-06-04
Rep,Doug,,LaMalfa,,,R,CA,1,1,M,202-225-3076,530-534-7800,http://lamalfa.house.gov,http://lamalfa.house.gov/contact/email-me,506 Cannon House Office Building,L000578,29713,H2CA02142,412510,N00033987,RepLaMalfa,,http://youtube.com/RepLaMalfa,,,,1960-07-02
Rep,Alan,S.,Lowenthal,,,D,CA,47,1,M,202-225-7924,202-225-7926,http://lowenthal.house.gov,http://lowenthal.house.gov/contact/email-me,515 Cannon House Office Building,L000579,16469,H2CA00104,412521,N00033274,RepLowenthal,,http://youtube.com/RepLowenthal,392631677490897,,,1941-03-08
Rep,Michelle,,Lujan Grisham,,,D,NM,1,1,F,202-225-6316,202-225-4975,http://lujangrisham.house.gov,http://lujangrisham.house.gov/contact/email-me,214 Cannon House Office Building,L000580,102404,H8NM01257,412558,N00029400,RepLujanGrisham,,http://youtube.com/RepLujanGrisham,191640657646128,,,1959-10-24
Rep,Carolyn,B.,Maloney,,,D,NY,12,1,F,202-225-7944,202-225-4709,http://maloney.house.gov,http://maloney.house.gov/index.php?option=com_email_form&amp;Itemid=73,2308 Rayburn House Office Building,M000087,26978,H2NY14037,400251,N00000078,RepMaloney,http://www.opencongress.org/wiki/Carolyn_Maloney,,397176447066236,,,1946-02-19
Sen,Edward,J.,Markey,,Ed,D,MA,Junior Seat,1,M,202-224-2742,,http://www.markey.senate.gov,http://www.markey.senate.gov/contact.cfm,218 Russell Senate Office Building,M000133,26900,H6MA07101,400253,N00000270,MarkeyMemo,http://www.opencongress.org/wiki/Edward_Markey,http://youtube.com/RepMarkey,6846731378,,II,1946-07-11
Sen,John,Sidney,McCain,III,,R,AZ,Senior Seat,1,M,202-224-2235,202-228-2862,http://www.mccain.senate.gov,http://www.mccain.senate.gov/public/index.cfm/contact-form,241 Russell Senate Office Building,M000303,53270,S6AZ00019,300071,N00006424,SenJohnMcCain,http://www.opencongress.org/wiki/John_McCain,http://youtube.com/SenatorJohnMcCain,6425923706,,III,1936-08-29
Rep,Carolyn,,McCarthy,,,D,NY,4,1,F,202-225-5516,202-225-5758,http://www.house.gov/carolynmccarthy,http://www.house.gov/writerep,2346 Rayburn House Office Building,M000309,693,H6NY04112,400257,N00001148,RepMcCarthyNY,http://www.opencongress.org/wiki/Carolyn_McCarthy,http://youtube.com/CarolynMcCarthy,,,,1944-01-05
Rep,James,P.,McGovern,,Jim,D,MA,2,1,M,202-225-6101,202-225-5759,http://mcgovern.house.gov,http://www.house.gov/writerep,438 Cannon House Office Building,M000312,552,H4MA03022,400263,N00000179,RepMcGovern,http://www.opencongress.org/wiki/James_McGovern,http://youtube.com/repjimmcgovern,148299805224565,,,1959-11-20
Sen,Mitch,,McConnell,,,R,KY,Senior Seat,1,M,202-224-2541,202-224-2499,http://www.mcconnell.senate.gov,http://www.mcconnell.senate.gov/public/index.cfm?p=contact,317 Russell Senate Office Building,M000355,53298,S2KY00012,300072,N00003389,McConnellPress,http://www.opencongress.org/wiki/Mitch_McConnell,,mitchmcconnell,,II,1942-02-20
Rep,James,O.,McCrery,III,Jim,R,LA,4,0,M,,,http://mccrery.house.gov,,,M000388,26881,H8LA04134,400261,N00005414,,http://www.opencongress.org/wiki/James_McCrery,,,,,1949-09-18
Rep,Jim,A.,McDermott,,Jim,D,WA,7,1,M,202-225-3106,202-225-6197,http://mcdermott.house.gov,http://mcdermott.house.gov/index.php?option=com_content&amp;view=article&amp;id=476&amp;Itemid=8,1035 Longworth House Office Building,M000404,27128,H8WA07132,400262,N00009829,RepJimMcDermott,http://www.opencongress.org/wiki/James_McDermott,http://youtube.com/RepJimMcDermott,246418928093,,,1936-12-28
Rep,John,M.,McHugh,,,R,NY,23,0,M,,,http://mchugh.house.gov,,,M000472,26986,H2NY24036,400264,N00001276,,http://www.opencongress.org/wiki/John_McHugh,http://youtube.com/RepJohnMcHugh,,,,1948-09-29
Rep,Mike,,McIntyre,,,D,NC,7,1,M,202-225-2731,202-225-5773,http://www.house.gov/mcintyre,http://mcintyreforms.house.gov/contact/,2428 Rayburn House Office Building,M000485,153,H8NC07044,400266,N00002356,RepMikeMcIntyre,http://www.opencongress.org/wiki/Mike_McIntyre,http://youtube.com/RepMikeMcIntyre,340903514856,,,1956-08-06
Rep,Howard,P.,McKeon,,Buck,R,CA,25,1,M,202-225-1956,202-226-0683,http://mckeon.house.gov,http://mckeon.house.gov/contact/,2310 Rayburn House Office Building,M000508,26755,H2CA25036,400267,N00006882,BuckMcKeon,http://www.opencongress.org/wiki/Howard_McKeon,http://youtube.com/BuckMcKeon,8138529578,,,1938-09-09
Rep,Michael,R.,McNulty,,Mike,D,NY,21,0,M,,,http://www.house.gov/mcnulty,,,M000590,26987,H8NY23084,400268,N00001214,,http://www.opencongress.org/wiki/Michael_McNulty,,,,,1947-09-16
Rep,Martin,Thomas,Meehan,,Marty,D,MA,5,0,M,,,http://www.house.gov/meehan,,,M000627,26987,H2MA05054,400269,N00000205,,http://www.opencongress.org/wiki/Martin_Meehan,,,,,1956-12-30
Sen,Robert,,Menéndez,,Bob,D,NJ,Senior Seat,1,M,202-224-4744,202-228-2197,http://menendez.senate.gov,http://menendez.senate.gov/contact/,528 Hart Senate Office Building,M000639,26961,H2NJ13075,400272,N00000699,SenatorMenendez,http://www.opencongress.org/wiki/Robert_Menendez,http://youtube.com/SenatorMenendezNJ,349744811357,,I,1954-01-01
Rep,John,L.,Mica,,,R,FL,7,1,M,202-225-4035,202-226-0821,http://mica.house.gov,http://mica.house.gov/contact-me/,2187 Rayburn House Office Building,M000689,26805,H2FL08055,400273,N00002793,,http://www.opencongress.org/wiki/John_Mica,http://youtube.com/RepJohnMica,JohnMica,,,1943-01-27
Sen,Barbara,A.,Mikulski,,,D,MD,Senior Seat,1,F,202-224-4654,202-224-8858,http://www.mikulski.senate.gov,http://www.mikulski.senate.gov/contact/,503 Hart Senate Office Building,M000702,53304,S6MD00140,300073,N00001945,SenatorBarb,http://www.opencongress.org/wiki/Barbara_Mikulski,http://youtube.com/senatormikulski,142890125771427,,III,1936-07-20
Rep,Juanita,,Millender-McDonald,,,D,CA,37,0,F,,,http://millender-mcdonald.house.gov,,,M000714,"",H6CA37222,400275,N00006811,,http://www.opencongress.org/wiki/Juanita_Millender-McDonald,,,,,1938-09-07
Rep,George,,Miller,,,D,CA,11,1,M,202-225-2095,202-225-5609,http://georgemiller.house.gov,http://georgemiller.house.gov/contact-me,2205 Rayburn House Office Building,M000725,26734,H6CA07043,400278,N00007390,AskGeorge,http://www.opencongress.org/wiki/George_Miller,http://youtube.com/RepGeorgeMiller,75298637905,,,1945-05-17
Rep,Alan,Bowlby,Mollohan,,,D,WV,1,0,M,,,http://www.house.gov/mollohan,,,M000844,27130,H2WV01029,400281,N00002214,,http://www.opencongress.org/wiki/Alan_Mollohan,,,,,1943-05-14
Rep,James,P.,Moran,Jr.,Jim,D,VA,8,1,M,202-225-4376,202-225-0017,http://moran.house.gov,http://moran.house.gov/contact-me/email-me,2252 Rayburn House Office Building,M000933,27118,H0VA08040,400283,N00002083,Jim_Moran,http://www.opencongress.org/wiki/James_Moran,http://youtube.com/RepJamesPMoran,100123453059,,,1945-05-16
Sen,Jerry,,Moran,,,R,KS,Junior Seat,1,M,202-224-6521,,http://www.moran.senate.gov,http://moran.senate.gov/public/index.cfm/e-mail-jerry,361a Russell Senate Office Building,M000934,542,H6KS01096,400284,N00005282,JerryMoran,http://www.opencongress.org/wiki/Jerry_Moran,http://youtube.com/senatorjerrymoran,171578807105,,III,1954-05-29
Sen,Patty,,Murray,,,D,WA,Senior Seat,1,F,202-224-2621,202-224-0238,http://www.murray.senate.gov,http://www.murray.senate.gov/public/index.cfm/contactme,154 Russell Senate Office Building,M001111,53358,S2WA00189,300076,N00007876,PattyMurray,http://www.opencongress.org/wiki/Patty_Murray,http://youtube.com/SenatorPattyMurray,,,III,1950-10-11
Rep,John,P.,Murtha,,Jack,D,PA,12,0,M,,,http://www.house.gov/murtha,,,M001120,27048,H6PA12030,400286,N00001408,,http://www.opencongress.org/wiki/John_Murtha,http://youtube.com/JohnMurtha,,,,1932-06-17
Rep,Sue,W.,Myrick,,,R,NC,9,0,F,202-225-1976,202-225-3389,http://www.house.gov/myrick,http://myrick.house.gov/zipauth.shtml,230 Cannon House Office Building,M001134,21789,H4NC09106,400288,N00002327,SueMyrick,http://www.opencongress.org/wiki/Sue_Myrick,http://youtube.com/SueMyrickNC09,SueMyrickNC,,,1941-08-01
Rep,Gregory,W.,Meeks,,,D,NY,5,1,M,202-225-3461,202-226-4169,http://meeks.house.gov,http://meeks.house.gov/contact-me/email-me,2234 Rayburn House Office Building,M001137,4360,H8NY06048,400271,N00001171,GregoryMeeks,http://www.opencongress.org/wiki/Gregory_Meeks,http://youtube.com/gwmeeks,1557025818,,,1953-09-25
Rep,Donald,A.,Manzullo,,Don,R,IL,16,0,M,202-225-5676,202-225-5284,http://manzullo.house.gov,http://manzullo.house.gov/zipauth.aspx,2228 Rayburn House Office Building,M001138,26843,H0IL16085,400252,N00004905,donmanzullo,http://www.opencongress.org/wiki/Donald_Manzullo,http://youtube.com/repmanzullo,donmanzullo,,,1944-03-24
Rep,Gary,G.,Miller,,,R,CA,31,1,M,202-225-3201,202-226-6962,http://garymiller.house.gov,http://garymiller.house.gov/Contact/,2467 Rayburn House Office Building,M001139,8346,H8CA41063,400277,N00006954,RepGaryMiller,http://www.opencongress.org/wiki/Gary_Miller,http://youtube.com/GaryGMiller,105352226181045,,,1948-10-16
Rep,Dennis,,Moore,,,D,KS,3,0,M,,,http://moore.house.gov,,,M001140,18662,H8KS03049,400282,N00005233,,http://www.opencongress.org/wiki/Dennis_Moore,http://youtube.com/RepDennisMoore,,,,1945-11-08
Rep,Jim,,Matheson,,,D,UT,4,1,M,202-225-3011,202-225-5638,http://matheson.house.gov,http://matheson.house.gov/contact/,2211 Rayburn House Office Building,M001142,50722,H0UT02096,400255,N00009753,RepJimMatheson,http://www.opencongress.org/wiki/Jim_Matheson,http://youtube.com/RepJimMatheson,131888123517015,,,1960-03-21
Rep,Betty,Louise,McCollum,,,D,MN,4,1,F,202-225-6631,202-225-1968,http://www.house.gov/mccollum,https://mccollum.house.gov/contact-me/email-me,1714 Longworth House Office Building,M001143,3812,H0MN04049,400259,N00012942,BettyMcCollum04,http://www.opencongress.org/wiki/Betty_McCollum,,153386471383393,,,1954-07-12
Rep,Jeff,,Miller,,,R,FL,1,1,M,202-225-4136,202-225-3414,http://jeffmiller.house.gov/,http://jeffmiller.house.gov/contact,336 Cannon House Office Building,M001144,17276,H2FL01100,400279,N00013846,,http://www.opencongress.org/wiki/Jeff_Miller,http://youtube.com/RepJeffMiller,66367876671,,,1959-06-27
Rep,James,,Marshall,,Jim,D,GA,8,0,M,,,http://jimmarshall.house.gov,,,M001146,31916,H0GA08032,400254,N00009635,,http://www.opencongress.org/wiki/James_Marshall,http://youtube.com/RepJimMarshall,,,,1948-03-31
Rep,Thaddeus,G.,McCotter,,Thad,R,MI,11,0,M,202-225-8171,202-225-2667,http://mccotter.house.gov,http://mccotter.house.gov/HoR/MI11/Contact/Office+Contact+Information/Zipcode+Authentication+Page.htm,2243 Rayburn House Office Building,M001147,19847,H2MI00037,400260,N00013808,ThadMcCotter,http://www.opencongress.org/wiki/Thaddeus_McCotter,http://youtube.com/RepMcCotter,thaddeusmccotter,,,1965-08-22
Rep,Kendrick,B.,Meek,Sr.,,D,FL,17,0,M,,,http://kendrickmeek.house.gov,,,M001148,8092,H2FL17056,400270,N00025692,kendrickbmeek,http://www.opencongress.org/wiki/Kendrick_Meek,http://youtube.com/KendrickBMeek,,,,1966-09-06
Rep,Michael,H.,Michaud,,Mike,D,ME,2,1,M,202-225-6306,202-225-2943,http://michaud.house.gov,http://michaud.house.gov/email,1724 Longworth House Office Building,M001149,6582,H2ME02097,400274,N00024770,RepMikeMichaud,http://www.opencongress.org/wiki/Michael_Michaud,http://youtube.com/repmikemichaud,131279995382,,,1955-01-18
Rep,Candice,S.,Miller,,,R,MI,10,1,F,202-225-2106,202-226-1169,http://candicemiller.house.gov,http://candicemiller.house.gov/contact-me/email-me,320 Cannon House Office Building,M001150,2062,H6MI12181,400276,N00009795,CandiceMiller,http://www.opencongress.org/wiki/Candice_Miller,http://youtube.com/candicemi10,210401648605,,,1954-05-07
Rep,Tim,,Murphy,,,R,PA,18,1,M,202-225-2301,202-225-1844,http://murphy.house.gov,https://murphy.house.gov/contact-me,2332 Rayburn House Office Building,M001151,9794,H2PA18143,400285,N00024992,RepTimMurphy,http://www.opencongress.org/wiki/Tim_Murphy,http://youtube.com/TimMurphyPA18,105769762798552,,,1952-09-11
Rep,Marilyn,N.,Musgrave,,,R,CO,4,0,F,,,http://musgrave.house.gov,,,M001152,2703,H2CO04045,400287,N00025054,,http://www.opencongress.org/wiki/Marilyn_Musgrave,,,,,1949-01-27
Sen,Lisa,A.,Murkowski,,,R,AK,Senior Seat,1,F,202-224-6665,202-224-5301,http://www.murkowski.senate.gov,http://www.murkowski.senate.gov/public/index.cfm?p=Contact,709 Hart Senate Office Building,M001153,15841,S4AK00099,300075,N00026050,LisaMurkowski,http://www.opencongress.org/wiki/Lisa_Murkowski,http://youtube.com/senatormurkowski,25271170290,,III,1957-05-22
Rep,R.,Bradley,Miller,,Brad,D,NC,13,0,M,202-225-3032,202-225-0181,http://www.house.gov/bradmiller,"http://bradmiller.house.gov/?sectionid=17&sectiontree=9,17",1127 Longworth House Office Building,M001154,10205,H2NC13029,400280,N00025093,RepBradMiller,http://www.opencongress.org/wiki/Ralph_Miller,http://youtube.com/MillerNC13,repbradmiller,,,1953-05-19
Rep,Connie,,Mack,IV,,R,FL,14,0,M,202-225-2536,202-226-0439,http://www.house.gov/mack,http://mack.house.gov/index.cfm?FuseAction=ContactConnie.ContactForm,115 Cannon House Office Building,M001155,53996,H4FL14059,400622,N00026425,RepConnieMack,http://www.opencongress.org/wiki/Connie_Mack,http://youtube.com/RepConnieMack,RepConnieMack,,,1967-08-12
Rep,Patrick,T.,McHenry,,,R,NC,10,1,M,202-225-2576,202-225-0316,http://mchenry.house.gov/,http://mchenry.house.gov/contact/zipauth2.htm,2334 Rayburn House Office Building,M001156,21031,H4NC10047,400644,N00026627,PatrickMcHenry,http://www.opencongress.org/wiki/Patrick_McHenry,http://youtube.com/CongressmanMcHenry,8045519803,,,1975-10-22
Rep,Michael,T.,McCaul,,,R,TX,10,1,M,202-225-2401,202-225-5955,http://mccaul.house.gov/,http://www.house.gov/writerep,131 Cannon House Office Building,M001157,49210,H4TX10093,400654,N00026460,McCaulPressShop,http://www.opencongress.org/wiki/Michael_McCaul,http://youtube.com/MichaelTMcCaul,6355254859,,,1962-01-14
Rep,Kenny,E.,Marchant,,,R,TX,24,1,M,202-225-6605,202-225-0074,http://marchant.house.gov/,http://marchant.house.gov/contact,1110 Longworth House Office Building,M001158,5549,H4TX24094,400656,N00026710,RepKenMarchant,http://www.opencongress.org/wiki/Kenny_Marchant,http://youtube.com/RepKennyMarchant,6349487899,,,1951-02-23
Rep,Cathy,,McMorris Rodgers,,,R,WA,5,1,F,202-225-2006,202-225-3392,http://mcmorris.house.gov,http://mcmorris.house.gov/contact-cathy1/,203 Cannon House Office Building,M001159,3217,H4WA05077,400659,N00026314,CathyMcMorris,http://www.opencongress.org/wiki/Cathy_McMorris-Rodgers,http://youtube.com/mcmorrisrodgers,321618789771,,,1969-05-22
Rep,Gwen,S.,Moore,,Gwen,D,WI,4,1,F,202-225-4572,202-225-8135,http://gwenmoore.house.gov,http://gwenmoore.house.gov/contact-me/,2245 Rayburn House Office Building,M001160,3457,H4WI04183,400661,N00026914,RepGwenMoore,http://www.opencongress.org/wiki/Gwendolynne_Moore,http://youtube.com/RepGwenMoore,58864029545,,,1951-04-18
Rep,Charles,J.,Melancon,Sr.,Charlie,D,LA,3,0,M,,,http://melancon.house.gov,,,M001161,35601,H4LA03028,400635,N00026840,,http://www.opencongress.org/wiki/Charles_Melancon,http://youtube.com/RepCharlieMelancon,,,,1947-10-03
Sen,Mel,Rafael,Martinez,,Mel,R,FL,Junior Seat,0,M,,,http://martinez.senate.gov,,,M001162,31193,S4FL00298,400621,N00026748,melmartinez,http://www.opencongress.org/wiki/Melquiades_Martinez,http://youtube.com/SenMartinezdotgov,,,III,1946-10-23
Rep,Doris,O.,Matsui,,,D,CA,6,1,F,202-225-7163,202-225-0566,http://matsui.house.gov,https://forms.house.gov/matsui/webforms/issue_subscribe.htm,2434 Rayburn House Office Building,M001163,28593,H6CA05195,400663,N00027459,DorisMatsui,http://www.opencongress.org/wiki/Doris_Matsui,http://youtube.com/RepDorisMatsui,doris.matsui,,,1944-09-25
Rep,Tim,,Mahoney,,,D,FL,16,0,M,,,http://mahoney.house.gov,,,M001164,68195,H6FL16059,412197,N00027804,,http://www.opencongress.org/wiki/Tim_Mahoney,,,,,1956-08-15
